url,repository_url,labels_url,comments_url,events_url,html_url,id,node_id,number,title,user,labels,state,locked,assignee,assignees,milestone,comments,created_at,updated_at,closed_at,author_association,active_lock_reason,body,performed_via_github_app
https://api.github.com/repos/OG-3/gittest/issues/1,https://api.github.com/repos/OG-3/gittest,https://api.github.com/repos/OG-3/gittest/issues/1/labels{/name},https://api.github.com/repos/OG-3/gittest/issues/1/comments,https://api.github.com/repos/OG-3/gittest/issues/1/events,https://github.com/OG-3/gittest/issues/1,993722258,MDU6SXNzdWU5OTM3MjIyNTg=,1,testissue,"{'login': 'OG-3', 'id': 68256366, 'node_id': 'MDQ6VXNlcjY4MjU2MzY2', 'avatar_url': 'https://avatars.githubusercontent.com/u/68256366?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/OG-3', 'html_url': 'https://github.com/OG-3', 'followers_url': 'https://api.github.com/users/OG-3/followers', 'following_url': 'https://api.github.com/users/OG-3/following{/other_user}', 'gists_url': 'https://api.github.com/users/OG-3/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/OG-3/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/OG-3/subscriptions', 'organizations_url': 'https://api.github.com/users/OG-3/orgs', 'repos_url': 'https://api.github.com/users/OG-3/repos', 'events_url': 'https://api.github.com/users/OG-3/events{/privacy}', 'received_events_url': 'https://api.github.com/users/OG-3/received_events', 'type': 'User', 'site_admin': False}",[],open,False,,[],,0,2021-09-11 02:34:48+00:00,2021-09-11 02:34:48+00:00,,OWNER,,this is a test,
